Track URI,Track Name,Artist Name(s),Album Name,Album Release Date,Album Image URL,Track Duration (ms),Popularity,Artist Genres,Danceability,Label
2SBQBV1atDy4tbEfGicT7u,Heartaches By The Number,Guy Mitchell,Heartaches By The Number,2009,https://i.scdn.co/image/ab67616d0000b273ee642915bf7d424d4ad73548,153901,8,deep adult standards,0.518,Vision 21 OMP
6ER7Wg69KVV8Vrb1Bln3Cr,Teach Me How to Fly,"Jeff St John, The Copperwine",70 Hits of the '70s,2016,https://i.scdn.co/image/ab67616d0000b273a6f173ddeeeca55fc54cddf3,248640,10,hammond organ,0.466,WM Australia
7zCaXeBaRwCSQ9JJvop7OL,Together We Are One - Radio Mix,Delta Goodrem,Together We Are One,2006,https://i.scdn.co/image/ab67616d0000b273a1cc359c41d495f5aad8176f,254626,26,australian pop,0.455,Epic
656xZ2pwfA1J59EMussJOK,No Secrets,The Angels,Greatest Hits,2011,https://i.scdn.co/image/ab67616d0000b273826a430afccd21d8c8bfa3ee,258959,0,australian rock,0.445,Bloodlines
3KhIpPRbkjr3p1eJkD51dj,New Romantics,Taylor Swift,1989 (Deluxe),2014,https://i.scdn.co/image/ab67616d0000b273eb4ef60f82fdc4b489ac1950,230466,0,pop,0.633,Universal Music Group
1EuI95kVxZYLbENy8d6AOI,I'm Good?,Hilltop Hoods,I'm Good?,2020,https://i.scdn.co/image/ab67616d0000b273a8d3c84f750d5fff1745217c,160186,50,australian hip hop,0.901,Universal Music Australia Pty. Ltd.
0K1ddNp1ev0zdik1EzuxkT,Well Hello,Yellowstone And Voice,The Best of Red Bus Collection,2016,https://i.scdn.co/image/ab67616d0000b2732663a0ec722e8cd0a8d0b7f6,174040,0,beatlesque,0.473,R.B Nostalgia
1HXaX12pA7jVuwUczy5UOd,Its Only the Beginning,Deborah Conway,String Of Pearls,1991,https://i.scdn.co/image/ab67616d0000b2733c15e7f740f33a81922b80f5,281640,40,australian rock,0.562,WM Australia
0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,Paul Russell,Lil Boo Thang,2023,https://i.scdn.co/image/ab67616d0000b273811b8a1d3649f63af1d5fb65,114233,79,indie r&b,0.85,Arista Records
6ZQIKSFLoonDStQchogVdC,Untouchable (Originally Performed by Taylor Swift) [Vocal Version],Musical Creations Karaoke,Untouchable (Originally Performed by Taylor Swift) [Karaoke Version],2014,https://i.scdn.co/image/ab67616d0000b273c475f58b18b4687242702a48,316212,1,karaoke,0.539,Musical Creations
1Xhz8EjC4GChCe46aR0MFy,Happenin' All Over Again - Radio,Young Divas,Young Divas,2006,https://i.scdn.co/image/ab67616d0000b2736b39fff29de478c2a2e8b189,208346,23,australian pop,0.617,Sony BMG Music Entertainment
40rOKDgEB0PoedLUQELRFi,Hidden Agenda - New Mix,Craig David,Greatest Hits (French Standard DMD),2008,https://i.scdn.co/image/ab67616d0000b273a407867b5c9f81b349e3312c,252600,0,british soul,0.705,WM UK
6F5c58TMEs1byxUstkzVeM,Roar,Katy Perry,PRISM (Deluxe),2013,https://i.scdn.co/image/ab67616d0000b27347f930accd8ac01686401fa2,223546,70,pop,0.671,Capitol Records (CAP)
4V9JDRqKjN8F2HWdlEDxvI,Harder To Breathe,Maroon 5,Songs About Jane: 10th Anniversary Edition,2002,https://i.scdn.co/image/ab67616d0000b27392f2d790c6a97b195f66d51e,173693,64,pop,0.662,Interscope Records*
0uOKq55dztn2zNxpORp9F2,The Nips Are Getting Bigger,Mental As Anything,Get Wet,1979,https://i.scdn.co/image/ab67616d0000b27354b6fdc4237aac6a36984065,200666,51,australian rock,0.825,Universal Music Australia Pty. Ltd.
2QLEN3RVunMas7j0PHjeAT,C'mon N' Ride It (The Train),Quad City DJ's,Get On Up And Dance,1996,https://i.scdn.co/image/ab67616d0000b273f6eb72342d4ff41658c37193,451440,50,miami bass,0.843,Big Beat Records/Atlantic
070QivFOnOdtVznpnrUMCO,Bad Habits,Billy Field,Underbelly - A Tale of Two Cities,2009,https://i.scdn.co/image/ab67616d0000b2735e5a4f7174a63752a5a578de,208253,0,australian rock,0.565,Level Two Music
3RauEVgRgj1IuWdJ9fDs70,The Man,Taylor Swift,Lover,2019,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,190360,79,pop,0.777,Taylor Swift
6XrWIKoIwqomse4ZmBnjQd,Life Goes On,E^ST,Life Goes On,2017,https://i.scdn.co/image/ab67616d0000b273f937fcfe85c48f3939f886af,210455,44,australian indie,0.701,WM Australia
0ZUjPkZKjzRi6bgIuJovfY,How Can We Be Lovers,Michael Bolton,Soul Provider,1989,https://i.scdn.co/image/ab67616d0000b273e29b51efdf81e17c63880ef0,235626,52,soft rock,0.399,Columbia
3PfERRzizJqTx0fuRmBgtH,You're so Vain,Chocolate Starfish,Chocolate Starfish,2017,https://i.scdn.co/image/ab67616d0000b273d7523cde1c32f5ecd7447b6c,249160,34,australian rock,0.674,Chocolate Starfish
0QdePZJfBpRIBautuT4FSx,Angels Like You,Miley Cyrus,Plastic Hearts,2020,https://i.scdn.co/image/ab67616d0000b27350061ccded678a361a2009ec,196453,54,pop,0.672,RCA Records Label
5lm8SfB4FoPbUcSDKTO8c4,Night of My Life,Damien Leith,Night Of My Life,2006,https://i.scdn.co/image/ab67616d0000b27318587c14aac2e0800278b1dc,214613,20,australian pop,0.416,Sony BMG Music Entertainment
4Q0aYLHFOadFypiCpv4Rb7,Another Man (feat. Megan Joy) (feat. Megan Joy),"Itch, Megan Joy",Another Man (feat. Megan Joy) (feat. Megan Joy),2014,https://i.scdn.co/image/ab67616d0000b273247a9e7f03dfab17aa93fdbe,188166,28,idol,0.536,Red Bull Records
4vHMbItY3W8VfxFuH2kQn6,I Go To Rio,Peter Allen,At His Best,1993,https://i.scdn.co/image/ab67616d0000b2731b51b668c70033f14e859173,383933,0,deep soft rock,0.549,Universal Music Group
1RxSnx3hSCwX2DcG9tvpbD,Gonna See My Baby Tonight,The La De Da's,Legend,1975,https://i.scdn.co/image/ab67616d0000b273561e570ae6839e8f2b1c7f62,197266,19,classic nz pop,0.688,Universal Music New Zealand Limited
6q92eTIDGRb2gMc9qYSxrn,Soul Revival,Johnny Diesel & The Injectors,Complete Eighties,2010,https://i.scdn.co/image/ab67616d0000b27312ef7561b5faa6610438fb7c,243226,0,australian rock,0.367,EMI Music Australia
2QZvMncP3hoLfHJXq4218n,Sugar Shack,"Jimmy Gilmer, The Fireballs",Sugar Shack,2014,https://i.scdn.co/image/ab67616d0000b2732c5e3e3e5eb8fb4560fee8a1,120084,3,surf music,0.792,Redwood Records
4oW1lGOw5Q5OLvoJv92qoE,I Can Help,Billy Swan,The Best Of Billy Swan,1998,https://i.scdn.co/image/ab67616d0000b273d6c066b8cb1cf84f7f9a8ace,238333,45,swamp pop,0.471,Epic/Legacy
4TTxKh1FnnGEeGWK2s8xBa,Am I Ever Gonna See Your Face Again - Live,The Angels,Liveline,1988,https://i.scdn.co/image/ab67616d0000b273590cb28ef55326e8ad3a7d11,249733,36,australian rock,0.209,Bloodlines
5a3L9h9YfI96BMs4QaKJ67,Music To My Heart,"Shab, Martinez Twins",Music To My Heart,2021,https://i.scdn.co/image/ab67616d0000b273499fea60752371fa22445b89,176282,3,social media pop,0.755,Shabnam Music LLC
7K3BhSpAxZBznislvUMVtn,Last Night,Morgan Wallen,One Thing At A Time,2023,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,163854,81,contemporary country,0.492,Big Loud Records / Mercury Records / Republic Records
5Ee3eEEutXbUsMYGD2rbTT,Hold Me Now,Johnny Logan,4 Hits,2011,https://i.scdn.co/image/ab67616d0000b27398c25bc79dab56d03dc7b47b,183960,38,dansktop,0.433,Sony Music UK
3EfugazgSddQvzZpkof5I4,Ciao Adios,Anne-Marie,Ciao Adios,2017,https://i.scdn.co/image/ab67616d0000b27319f06fd0fc43d3ebed4f041d,200104,50,pop,0.698,Atlantic Records UK
2sqV4WwUD6Rydqciys8jtn,Million Man,The Rubens,Million Man,2017,https://i.scdn.co/image/ab67616d0000b27302b953f3e51720ae6b883db7,192106,0,australian indie,0.472,Ivy League Records
1KU5EHSz04JhGg3rReGJ0N,Black Velvet,Alannah Myles,Alannah Myles,1989,https://i.scdn.co/image/ab67616d0000b27340d7d779d24a56af1ad59e41,287440,70,classic canadian rock,0.75,Atlantic Records
5LEQdlGJ44WnhaxnDg8GHf,Home Entertainment System,Lazaro's Dog,Triple Platinum,2005,https://i.scdn.co/image/ab67616d0000b2738f850b56ad32c85790d67566,132173,15,adelaide punk,0.509,Origin Music
55lX3vm1G35mUpawXHK5Te,Every Heartbeat,Amy Grant,Heart In Motion,1991,https://i.scdn.co/image/ab67616d0000b2735092211df603ccb499ccfd5b,213733,38,christian music,0.648,Amy Grant (AGG)
3BliUWoxPngMNAQKCR8sRi,Have I Told You Lately,Russell Watson,Popera - Essential Classical Crossover,2014,https://i.scdn.co/image/ab67616d0000b2731ffa78122a610ad6f99ede35,274480,0,operatic pop,0.399,U-5
2ctY9KP7zLgfmf1GnKxMBq,Feels So Right,Sunset City,Feels So Right,2020,https://i.scdn.co/image/ab67616d0000b2734e7c18b4bff9ce6605358561,207561,12,australian electropop,0.735,Universal Music Australia (Distribution)
0FExfsU24F7hO8f1UOtApd,Love Letters,Billy Thorpe & The Aztecs,It's All Happening - 23 Original Hits (1964-1975),1995,https://i.scdn.co/image/ab67616d0000b2732a0a7bf57031f91316bb840a,194880,0,australian rock,0.379,Albert Productions
43qSGIUGX1Ox07xPJ9AT9o,Memphis Tennessee,Dave Berry,Dave Berry,1964,https://i.scdn.co/image/ab67616d0000b273251c954105aed4f75ad889eb,145066,23,british invasion,0.756,Decca Music Group Ltd.
6HMvJcdw6qLsyV1b5x29sa,Hello,Lionel Richie,Can't Slow Down,1983,https://i.scdn.co/image/ab67616d0000b2732166b28714239e31b48aeb17,246933,66,soft rock,0.424,Motown
3QUzJqgkcjvsLhgqVos6ha,Cloudy Day,Tones And I,Cloudy Day,2021,https://i.scdn.co/image/ab67616d0000b2737060b604602090f2143b64ed,185303,44,australian pop,0.705,Sony Music Entertainment
2IWYi4NJyJvhpJVjVs2pm8,Stop,"Sam Brown, Pete Brown",Stop!,1988,https://i.scdn.co/image/ab67616d0000b2736d47d9c46ea3da302dddb812,295906,54,british soul,0.326,EMI
1KizDBQAlmAMfy4enfwhUf,Shadows,The Getaway Plan,"Other Voices, Other Rooms",2008,https://i.scdn.co/image/ab67616d0000b2739eaae4a2a55a38caf533ef09,223053,0,australian alternative rock,0.547,WM Australia
5e4SLbkh2S1Y9t1S14xlkW,All to Myself,Guy Sebastian,Like It Like That,2009,https://i.scdn.co/image/ab67616d0000b273b156fa49f0e23495db026fc9,273120,12,australian pop,0.641,Sony Music Entertainment
5QwhBTS2W6mmCOZ6W5MSHd,"Twist, Twist Senora",Gary U.S. Bonds,The Very Best Of Gary U.S. Bonds (The Original Legrand Masters),1998,https://i.scdn.co/image/ab67616d0000b2734ba256fe0a2e5b5d35381661,157893,0,rhythm and blues,0.504,Varese Sarabande
2rMU6GxYqIaJUmHhbfLFHR,My Way - Produced By Rudimental,Thandi Phoenix,My Way (Produced By Rudimental),2018,https://i.scdn.co/image/ab67616d0000b2731907ef498a9bde1f35e7164e,236242,21,australian electropop,0.377,Universal Music Australia Pty. Ltd.
1fidCEsYlaVE3pHwKCvpFZ,Am I Wrong,Nico & Vinz,Black Star Elephant,2014,https://i.scdn.co/image/ab67616d0000b273eb3c078694b007169dab4a4f,245866,75,afrobeats,0.729,Warner Records
49sMsFUxaaGDlaKZNBfVSd,The Ketchup Song (Asereje) - Spanish Version,Las Ketchup,Hijas Del Tomate,2002,https://i.scdn.co/image/ab67616d0000b2734ab679d1775d3e41382c0979,211893,0,flamenco electronica,0.587,Altra Moda Music
0RK0RqDtnBU804PGxN2d8G,Take It Back,Matter Of Mind,Take It Back,2021,https://i.scdn.co/image/ab67616d0000b273b95565cddbc793d3b10c7383,173386,0,manchester indie,0.5,Matter Of Mind
0PM0RK2mbtiEdHhNJHc1Ch,Hit and Run,Jo Jo Zep and The Falcons,Screaming Targets (Expanded Edition),2014,https://i.scdn.co/image/ab67616d0000b2730e6fa728e0f1a08b2a09bfbe,281533,36,australian rock,0.662,WM Australia
2tNE4DP5nL85XUJv1glO0a,This Ain't a Love Song,Scouting For Girls,Ten Add Ten: The Very Best of Scouting For Girls,2017,https://i.scdn.co/image/ab67616d0000b273d8f774b6f54ad165d4d2ebf9,210680,39,talent show,0.458,Sony Music CG
4DYp1pEg6ebDJkChzvxjOi,The Legend Of Xanadu,"Dave Dee\, Dozy\, Beaky\, Mick & Tich",If No-One Sang,1968,https://i.scdn.co/image/ab67616d0000b273bdfd941b38d27b6ddc3e7cd0,216373,41,british invasion,0.403,UMC (Universal Music Catalogue)
0cdBZlTYh1UVs18QqR2Hq8,Say So,Masked Wolf,Say So,2021,https://i.scdn.co/image/ab67616d0000b273d7f965f409e74468071aad67,120880,0,australian hip hop,0.778,Teamwrk
0ezTev2AFh8ugKYHLdvytD,It's a Game,Bay City Rollers,It's A Game,1977,https://i.scdn.co/image/ab67616d0000b2733cd9b3ec0c481f010a7e11ad,178493,21,bubblegum pop,0.571,Arista
31CdEosqM8rE89xGGYt1tm,According To My Heart,The Reels,Reel To Reel: 1978 - 1992,2007,https://i.scdn.co/image/ab67616d0000b273ef00b378d4555a01c13c3d98,192773,0,australian rock,0.831,Bloodlines
6zL3A4Oq1nRvDPZQYK0KHI,I Did What I Did For Maria,Tony Christie,The Tony Christie Love Collection,2006,https://i.scdn.co/image/ab67616d0000b27353eb0fe7f9bd3835686247dd,205653,23,classic uk pop,0.616,Spectrum
0kixPmoSCDt7zLYqxDtaXw,Rising Sun,Cold Chisel,The Best of Cold Chisel - All for You,2011,https://i.scdn.co/image/ab67616d0000b27306dc40069e45da5e5d9f90e6,207078,0,australian rock,0.518,Cold Chisel Pty Ltd
4hepyFFOO9I7oZCNn3T2sz,"More, More, More",Andrea True Connection,"More, More, More",2007,https://i.scdn.co/image/ab67616d0000b2739c761505b9a5a7823af47d50,183007,45,disco,0.74,Cleopatra
5LGqFIVBf3ZUeFBpc87CFS,Life,Des'ree,Supernatural,1998,https://i.scdn.co/image/ab67616d0000b273df5db9751cfa58ceadbed9a0,216040,61,europop,0.721,S2
2Af6yE62PwymxZV0962qul,Norman,Sue Thompson,Essential Sue Thompson,2011,https://i.scdn.co/image/ab67616d0000b273e82eff0514f9b38a302c8c3f,141026,21,deep adult standards,0.713,Hickory Records (2009 Deal)
5WAXGE1NZtdgnVAGTsslr8,Too Fake,Hockey,Too Fake,2009,https://i.scdn.co/image/ab67616d0000b273a0dcac1d7bef6308f4253b3a,249946,0,portland indie,0.668,Capitol Records
7jaSSARL6ZLVuD4NePLHlo,Mr. Saxobeat - Radio Edit,Alexandra Stan,Mr. Saxobeat,2011,https://i.scdn.co/image/ab67616d0000b27351d7cf4dcf12aa62c1121581,195105,0,romanian pop,0.72,Ministry Of Sound
5ecZWU5uQOiCVSnPxBZNmT,7 Things - Single Version,Miley Cyrus,Breakout,2008,https://i.scdn.co/image/ab67616d0000b273e345458751c029f411db3d5b,213453,60,pop,0.59,Hollywood Records
3Zb7q3OoEbRJIl7cIgW1se,Big World,Conrad Sewell,LIFE,2019,https://i.scdn.co/image/ab67616d0000b2735c32a35c0d1b0982b718a833,235706,19,australian pop,0.629,Sony Music Entertainment
1Awjfqkj1OIXbY2GzPTvml,Mountain,Chocolate Starfish,6 Pack Of Hits,2013,https://i.scdn.co/image/ab67616d0000b27388a2e86e4744bfaa39b77fb2,297133,0,australian rock,0.488,Independent
5u0YB9bpmgEPS2bPhwfRFV,arms,Christina Perri,lovestrong.,2011,https://i.scdn.co/image/ab67616d0000b27326a2f5224465a369f8abbf88,261213,56,pop,0.463,Atlantic Records
6qyiEronCcndBsvCQbWAEX,The Land of Make Believe,Bucks Fizz,Are You Ready?,1982,https://i.scdn.co/image/ab67616d0000b273ebaa5a16fbc1289600293a78,228440,41,new wave pop,0.562,Sony BMG Music UK
7hBkTfYpTqsa7DkWhin2Sb,I Don't Like It,Pauline Pantsdown,I Don't Like It,1998,https://i.scdn.co/image/ab67616d0000b273fc08d04c81a52f86a6afa6d6,202493,22,parody,0.945,Caring Potato
0xImO2GMlFLYSg4eDFcz1p,Our Day Will Come - Single Version,Ruby And The Romantics,Our Day Will Come: The Very Best Of Ruby And The Romantics,2002,https://i.scdn.co/image/ab67616d0000b27338fbd750f418e0d1e1b076a8,150586,0,rhythm and blues,0.466,Universal Music Group
3aXuXjIXG5B2jtlsWKLd1l,Everybody's Got To Learn Sometime,The Korgis,Don't Look Back: The Very Best of The Korgis,2003,https://i.scdn.co/image/ab67616d0000b273bdf5cfe94ebc4b4f16e858ff,258665,0,classic uk pop,0.369,Castle Communications
4ghQhwbA3zWM4SBnx2VVEd,"Freedom Come, Freedom Go",The Fortunes,Storm In A Teacup,1972,https://i.scdn.co/image/ab67616d0000b273f9a73bbb7be68a7e33e2cde3,201973,36,british invasion,0.802,Capitol Records
2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,Calum Scott,Only Human (Deluxe),2018,https://i.scdn.co/image/ab67616d0000b273f2d671c22b70e01b78a618a8,260285,77,pop,0.681,Capitol Records (US1A)
3d4I2tQUz16S8gesU2pLSM,She's Like the Wind,"Patrick Swayze, Wendy Fraser",Dirty Dancing,1987,https://i.scdn.co/image/ab67616d0000b273741a375f2292fbe848ef27e8,232240,0,yacht rock,0.596,RCA Records Label
1oolfqNpJhtO9KquFkHOX2,Johnny Run Away,Tones And I,Johnny Run Away,2019,https://i.scdn.co/image/ab67616d0000b273dbfe09cc0110282bbe6b8dea,193450,0,australian pop,0.817,Bad Batch Records
20JcxdRw8gvqTY1EEpYxHb,Misty Blue,Dorothy Moore,Misty Blue,1976,https://i.scdn.co/image/ab67616d0000b2737a1d1b24d9e53e8729d63578,222400,51,southern soul,0.394,Malaco Records
1Zi2ezNOqt9y9irC11xYpN,Eve Of Destruction,Barry McGuire,Eve Of Destruction,1965,https://i.scdn.co/image/ab67616d0000b273d33bff23ded3e4ec3149429f,215826,54,folk rock,0.613,Geffen
1V1krdOmDBlvCEwVJPR2Cv,Woman - Tyler Stone Summer Chill Mix,"Louie Austen, Tyler Stone",Woman (Tyler Stone Summer Chill Mix),2021,https://i.scdn.co/image/ab67616d0000b27319f9b9149a5c5993e9511f0c,220646,4,electro jazz,0.575,R&B Music
6eK6eWG03zxQFW8P4OE4Cb,Crawl Back In,Dead By Sunrise,Out Of Ashes,2009,https://i.scdn.co/image/ab67616d0000b2733cea3f53137fcb2cc86a481c,182760,43,electronic rock,0.501,Warner Records
1yxq9qEfCssIhQGWJVS2rF,Fake It,Sore,Fake It,2021,https://i.scdn.co/image/ab67616d0000b273d17d45978ff01dba8cc1d349,147857,0,romanian pop,0.768,Universal Music Romania
53QhPsIbjSd6mKdNMOTfE5,Last Night,Az Yet,90s R&B,2014,https://i.scdn.co/image/ab67616d0000b273defddcc1c5b525859b81ebc8,267640,15,contemporary r&b,0.618,Sony Music Entertainment
32lF1rsInDTdK6Av3KdfaY,You Get What You Give,New Radicals,Maybe You've Been Brainwashed Too,1998,https://i.scdn.co/image/ab67616d0000b27387e512c79842c7ed2a8f2035,300773,0,pop rock,0.621,Geffen
5MXXbGYNmRHR7ULMvZYo5R,Every 1's a Winner - Single Version,Hot Chocolate,Every 1's a Winner,1978,https://i.scdn.co/image/ab67616d0000b273b179d40cdaa53d103df29e28,289266,56,disco,0.727,Parlophone UK
1cV2ZlkzRvW3cXkW4mTduE,Fishin' in the Dark,Nitty Gritty Dirt Band,More Great Dirt: The Best of the Nitty Gritty Dirt Band,1989,https://i.scdn.co/image/ab67616d0000b273a1b330ff81a5bbe2aa35d30a,202786,41,country rock,0.771,Warner Records
6AKwq3GXDJbLQ1wkBlDf3T,Walking On Air,Katy Perry,PRISM (Deluxe),2013,https://i.scdn.co/image/ab67616d0000b273078cfcd17022e7fac7f59a1d,222448,0,pop,0.634,Universal Music Group
38yBBH2jacvDxrznF7h08J,Slow Hands,Niall Horan,Flicker (Deluxe),2017,https://i.scdn.co/image/ab67616d0000b27394fde6afa9cbf073e5b6445a,188174,0,pop,0.734,Universal Music Group
2OkTun2CrfoG8NX7aUJ6fR,Mama Didn't Lie,Jan Bradley,Mama Didn't Lie,2014,https://i.scdn.co/image/ab67616d0000b273ef6de1c14aee9cdc19318584,121312,15,chicago soul,0.741,Redwood Records
64ZMsONgsN2YTF3OaCqbt9,Rocksteady,Slip-On Stereo,Rocksteady,2015,https://i.scdn.co/image/ab67616d0000b2735de1e721ff06b876d9dfa084,204478,1,australian indigenous music,0.806,Slip On Stereo
1viauTfFqDTTRTRv8QBbeh,Think About Tomorrow Today,The Master's Apprentices,Greatest Hits,1995,https://i.scdn.co/image/ab67616d0000b273c27ad1915dbdc4ceb06aa42a,202840,6,australian rock,0.346,EMI Music Australia
2VpdG2QLhVv6qAPdDt9Ipr,Lambada - Original Radio Edit,Kaoma,World Beat,1989,https://i.scdn.co/image/ab67616d0000b2736369dbebc592ecad70b7f7d5,208840,54,zouk,0.753,Lambada
4DHcnVTT87F0zZhRPYmZ3B,Flowers,Miley Cyrus,Endless Summer Vacation,2023,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46,200600,12,pop,0.706,Columbia
0XSqEI5S1PGOiDWkr2mGbl,Child's Play,Sherbet,Anthology,2008,https://i.scdn.co/image/ab67616d0000b273d3f56b11a56d0b0f192da1a7,198613,0,australian rock,0.608,Bloodlines
3hQ9KSM719y8RnkXpUius8,Would You Lay With Me (In A Field Of Stone),Judy Stone,Aussie Country,2016,https://i.scdn.co/image/ab67616d0000b27314097743377735e9f3739dc4,216333,0,classic australian country,0.367,The Music Factory
51AjDFaNRMWIOkn9PNCcpQ,Highway to Hell,Back In Black,Back in Black,2012,https://i.scdn.co/image/ab67616d0000b2733ad5858333ae0ddaae61e5df,207797,32,britcore,0.463,Rachelle Productions
3629vOzMNZRvR4pr0Hr59R,Coalman,Ronnie Burns,This Is,2019,https://i.scdn.co/image/ab67616d0000b273ce3cec5f386d1342341bda16,172384,10,beatlesque,0.488,WM Australia
27vTihlWXiz9f9lJM3XGVU,Slow Hands,Niall Horan,Slow Hands,2017,https://i.scdn.co/image/ab67616d0000b2730451d291f083ee7c166bea17,188174,51,pop,0.735,Capitol Records (US1A)
39DpseSbLd1y7kKY9IiJNj,Casanova,Ultimate Kaos,Urban R&B Party - 20 R&B/Soul Grooves,2016,https://i.scdn.co/image/ab67616d0000b27310e6535d71c7cb7d2970c580,261040,0,new jack swing,0.716,Dome
6PuaQbH3oPmj9XojS0SRaO,The Hardest Thing,98º,98 Degrees And Rising,1998,https://i.scdn.co/image/ab67616d0000b2738096e88dab9ff1a66541eb0f,274600,51,boy band,0.721,Motown
11Y3qwzKxzyOrKZx3BgnWD,The World I Used to Know,Jimmie Rodgers,Kisses Sweeter Than Wine,2017,https://i.scdn.co/image/ab67616d0000b273a0832ff85ddd8618cd776560,150080,3,yodeling,0.388,Westmill
3Aimpqxpvmz7jhJlNnEd5c,Swing The Mood,Jive Bunny and the Mastermixers,Jive Bunny And The Mastermixers The Biggest Party On The Planet,2009,https://i.scdn.co/image/ab67616d0000b273ef5f2fdfe8678924e35acad4,259573,49,novelty,0.865,Box Tree Music
5T0VoskNbpJIqm2RSPU2Xt,Think Twice,Céline Dion,The Colour Of My Love,1993,https://i.scdn.co/image/ab67616d0000b27363e07c2dbc7450974a146e96,288000,60,canadian pop,0.547,Columbia
5Rx7IkXVP4Z1AoOgPACGKj,Why Does It Always Rain on Me?,Travis,Singles,2004,https://i.scdn.co/image/ab67616d0000b273fd8b0984f3f6aa56a0be7614,264826,0,britpop,0.453,Independiente
0WYsybfHELTUWBH0zb0ADF,When the War Is Over,Cosima De Vito,When the War Is Over,2012,https://i.scdn.co/image/ab67616d0000b2735f99d3530a73179eaf4b38f0,228560,6,australian pop,0.564,independent
38Q8bp8VfCzCWWa0lPzCnB,Down With The Trumpets,Rizzle Kicks,Stereo Typical,2011,https://i.scdn.co/image/ab67616d0000b2732cbcb97c690cdbbaa2d71551,186851,0,uk hip hop,0.754,Universal Music Group
6wn61Fzx9XMxQmieLpoIhW,White Horse,Taylor Swift,Fearless,2008,https://i.scdn.co/image/ab67616d0000b2737b25c072237f29ee50025fdc,234426,47,pop,0.578,"Big Machine Records, LLC"
4rJTwIvqbJLhvO5sKGOpgJ,Sunday Morning,Maroon 5,Songs About Jane: 10th Anniversary Edition,2012,https://i.scdn.co/image/ab67616d0000b273d5056d7ed504d47262e8bfe6,244880,0,pop,0.609,Universal Music Group
78oVENjkS4tIEnmdmK0lhT,If I Were a Carpenter,Swanee,Heart & Soul,1983,https://i.scdn.co/image/ab67616d0000b2739fd894a8c15b5685bfae39f1,213906,0,australian rock,0.516,John Swan Music
2Inz7gGPGgieN0CTw9TOOs,September Song,JP Cooper,Raised Under Grey Skies (Deluxe),2017,https://i.scdn.co/image/ab67616d0000b273ae6146395e4628a4b31b537a,220290,0,uk pop,0.622,Universal Music Group
73XQBWHSVLL1939hb8cQTm,Georgy Girl,The Seekers,The Seekers,1989,https://i.scdn.co/image/ab67616d0000b273e517ee64fd625057c25108fc,140440,51,british invasion,0.515,Parlophone UK
6LaBWjwBedgvm4dBnxqs3X,True Tears Of Joy,Hunters & Collectors,Cut,1992,https://i.scdn.co/image/ab67616d0000b2734c75574b3f389b1d7d4de7ac,273480,0,australian rock,0.643,Bloodlines
3M7Ab3IGSb7vNoLWqDbXVF,Goodbye My Lover,James Blunt,Back to Bedlam,2005,https://i.scdn.co/image/ab67616d0000b2739489b7675f782feada134658,258653,54,neo mellow,0.432,Atlantic Records
5nCthAh3jt4xKuLJAifAaR,Harleys In Hawaii,Katy Perry,Harleys In Hawaii,2019,https://i.scdn.co/image/ab67616d0000b273f36563773a882c66e3fca58e,185815,67,pop,0.722,Capitol Records
2JIEe9P3bFoI6yQz0CfeG4,French Kissin In The U.S.A.,Debbie Harry,Once More Into The Bleach,1988,https://i.scdn.co/image/ab67616d0000b27356909c25577a5c5fcfbf7d1d,314133,0,new wave pop,0.63,Chrysalis\EMI Records (USA)
6C5IC9bZ0q6mI16Hay23gB,I'm Gonna Knock on Your Door,Eddie Hodges,Hit Singles - EP,2010,https://i.scdn.co/image/ab67616d0000b273bf10bfee0221bc249f0d14f5,126266,0,deep adult standards,0.767,Cadence Records
19CLG4DCbRTIRCoNyn1teP,We Can Get Together,Flowers,Icehouse (30th Anniversary Edition),1982,https://i.scdn.co/image/ab67616d0000b2733551712979f1043329b41c3e,226973,44,australian rock,0.656,Universal Music Australia Pty. Ltd.
226EXK5tPVsqaZ2y9RACR0,Elusive Butterfly,Bob Lind,Best Of,1993,https://i.scdn.co/image/ab67616d0000b273dfd117aa3b7e5a1729fdcc47,168533,38,psychedelic folk rock,0.577,Blue Note Records
0cnHixDlrP7fk0smV0wOtC,Cheap Wine,Cold Chisel,The Best of Cold Chisel - All for You,2011,https://i.scdn.co/image/ab67616d0000b27306dc40069e45da5e5d9f90e6,205480,0,australian rock,0.679,Cold Chisel Pty Ltd
34SVMYbQAA41ddkcGPJUvy,Living Doll - 2000 Remastered Version,Cliff Richard & The Drifters,Frankie & Benny's The Classic Years - Classic Number 1s,2011,https://i.scdn.co/image/ab67616d0000b2730afff4ee83e124e1376cd4cf,161093,0,rock-and-roll,0.552,Parlophone UK
7pLPpTvMosiIheeOOr13TZ,Little Green Bag - Single Edit,George Baker Selection,Golden Years Of Dutch Pop Music,2016,https://i.scdn.co/image/ab67616d0000b27306bf4da537909ace8e5fdeb8,201640,55,nederpop,0.698,"Universal Music, a division of Universal International Music BV"
