Track URI,Track Name,Artist Name(s),Album Name,Album Release Date,Album Image URL,Track Duration (ms),Popularity,Artist Genres,Danceability,Label
61AltHKLh0PvBCE0TW39Rn,Baby Did A Bad Bad Thing,Chris Isaak,The Best Of,2012,https://i.scdn.co/image/ab67616d0000b2739b1e83e6382b861cd4d4b3f7,176000,0,mellow gold,0.58,Universal Music Australia Pty. Ltd.
5Ohxk2dO5COHF1krpoPigN,Sign of the Times,Harry Styles,Harry Styles,2017,https://i.scdn.co/image/ab67616d0000b2736c619c39c853f8b1d67b7859,340706,80,pop,0.516,Columbia
5bWZd1TOdlA1uOVhP6Vu0e,Take My Hand (The Wedding Song) [feat. Will Anderson],"Emily Hackett, Will Anderson",Take My Hand (The Wedding Song) [feat. Will Anderson],2014,https://i.scdn.co/image/ab67616d0000b2733a1df2d7303fa538cab4debb,238421,45,country pop,0.592,Emily Hackett
6DDoFN7yNQmL2YXojqAk8S,L.I.F.E.G.O.E.S.O.N.,Noah And The Whale,Last Night On Earth,2011,https://i.scdn.co/image/ab67616d0000b2730db40b68b33c2b6c2b06ca5b,226946,44,stomp and holler,0.608,Co-operative Music
6j4cO3gMhTuG9GTmdUX7op,You Talk Too Much,Joe Jones,You Talk Too Much - The Best Of,2010,https://i.scdn.co/image/ab67616d0000b27310b07269f1bfc2305f1472c7,152706,9,novelty,0.719,Brownbeats Records
1S30kHvkkdMkcuCTGSgS41,Nine in the Afternoon - Single Mix,Panic! At The Disco,Pretty. Odd.,2008,https://i.scdn.co/image/ab67616d0000b273586acdba3a0ddc93693a313e,191560,59,pop,0.405,Decaydance/Fueled By Ramen/ATL
5cY8y2XgOfkAh4kSWLFKkz,I Write Sins Not Tragedies,Panic! At The Disco,A Fever You Can't Sweat Out,2005,https://i.scdn.co/image/ab67616d0000b273e8b923caee478adf4a5b56de,185586,68,pop,,Fueled By Ramen/ADA
1C1dPegkqX6HMoWcAY5LWA,To Sir With Love,Lulu,Love Loves To Love Lulu,1967,https://i.scdn.co/image/ab67616d0000b273b7bf82ba0f3a34ffdc972ad2,165800,48,british invasion,0.549,PMI Digital
2hQnLzly0jRPpLPp23sA4i,The Warrior (feat. Patty Smyth),"Scandal, Patty Smyth",Warrior (feat. Patty Smyth),1984,https://i.scdn.co/image/ab67616d0000b27317931353d37145398045d2e6,240826,52,new wave pop,0.606,Columbia
5UWE6Y779YiIJVwZWOKYT1,I'll Meet You Halfway,The Partridge Family,Come On Get Happy! The Very Best Of The Partridge Family,2005,https://i.scdn.co/image/ab67616d0000b273d7c0842b96952fd5c4eb835b,232160,17,bubblegum pop,0.546,Arista/Legacy
5BHQG3Ibf7qZUlhWFaXqDa,"break up with your girlfriend, i'm bored",Ariana Grande,"thank u, next",2018,https://i.scdn.co/image/ab67616d0000b27379826f235cf8bc00256db3a6,190440,39,pop,0.723,Republic Records
3bbqxv8GN3RhaPnrWxFbmP,All Out Of Love,Air Supply,Lost In Love,1980,https://i.scdn.co/image/ab67616d0000b273ce152af8c51f3030bbd6435e,243600,50,soft rock,0.52,EMI Music Australia
4ACxa9buEUnOdYEoPcnMpi,Your Woman,White Town,Women In Technology,1997,https://i.scdn.co/image/ab67616d0000b273f1ad059f340b79a88f85ae64,259893,4,derby indie,0.815,Echo
0xP3Hf1rgu3tD7o2JD9RnN,The Things I Love In You - 2011 Remastered,Cold Chisel,The Last Wave Of Summer,2011,https://i.scdn.co/image/ab67616d0000b2732bf0ae242ff4fba89c34906e,198416,30,australian rock,0.435,Cold Chisel
4P57hnx1SK88ULEcQls2vV,Barbra Streisand - Radio Edit,Duck Sauce,Barbra Streisand,2010,https://i.scdn.co/image/ab67616d0000b273870aff210679213087c285c9,194531,0,disco house,0.764,Universal Music Australia (Distribution)
4c0rkFPszqQTyC753tsCMU,My Boo - Hitman's Club Mix,Ghost Town DJs,My Boo (Hitman's Club Mix),1996,https://i.scdn.co/image/ab67616d0000b273db060eca4487746c7307a965,346840,61,atlanta bass,0.885,Columbia
6kooDsorCpWVMGc994XjWN,Black Betty,Ram Jam,Ram Jam,1977,https://i.scdn.co/image/ab67616d0000b273fa5dcfc4b1b99a0598224758,238973,71,southern rock,0.465,Epic
3DBT2ar4v5DW6Dg1sLVb3Y,Won't Sleep,Tones And I,Won't Sleep,2021,https://i.scdn.co/image/ab67616d0000b2736dc72e71f8ddc1bfe74a70aa,197380,25,australian pop,0.885,Sony Music Entertainment
49eXdstc4EiOS2xpWDMg1d,Better,The Screaming Jets,All For One,1991,https://i.scdn.co/image/ab67616d0000b2737565aff5d8c9b85ae91a02fa,277200,49,australian rock,0.52,rooArt
4KBx9DSSbFaumwlEqjX4CP,"thank u, next",Ariana Grande,"thank u, next",2018,https://i.scdn.co/image/ab67616d0000b27379826f235cf8bc00256db3a6,207320,48,pop,0.724,Republic Records
0RhcYpwtOwNb6iTfeYaaKH,You Think You're A Man,Divine,Essential Divine,2011,https://i.scdn.co/image/ab67616d0000b2733f929284014c3168efb11d53,422746,37,hi-nrg,0.682,Right Track Records
569uHYIB0X324FZOBEhvit,Ghostbusters,Ray Parker Jr.,Greatest Hits,1993,https://i.scdn.co/image/ab67616d0000b273841c8f567b42b8b9a1aa54ec,239133,65,theme,0.778,Arista/Legacy
4taE0XiSGBboGFBRm0orKQ,Star Hotel - 2011 Remastered,Cold Chisel,The Best Of Cold Chisel - All For You - Deluxe,2018,https://i.scdn.co/image/ab67616d0000b273eafbd3caad4935dec367006c,247651,5,australian rock,0.346,Universal Music Australia & New Zealand (Distribution)
57MbOuT7s2ES3IW9KuZQzI,Wicked Game,Chris Isaak,Heart Shaped World,1989,https://i.scdn.co/image/ab67616d0000b27309a4abca212c575edf9f6c77,287506,9,mellow gold,0.665,Universal Music Australia Pty. Ltd.
2VqAEP1yY5T523K7bZtL8a,Right Now (Na Na Na),Akon,Freedom,2008,https://i.scdn.co/image/ab67616d0000b27384bfdd2d7e5e7fb42cf71545,240746,2,dance pop,0.83,Konvict/Upfront/SRC/Universal Records
6e4tg1HxhM1Ld24yAvEtx9,Differently,Cassie Davis,Differently,2009,https://i.scdn.co/image/ab67616d0000b2739702f3b08025fc437dd56829,205653,0,australian pop,0.821,Sony Music Entertainment
27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,The Kid LAROI,F*CK LOVE (SAVAGE),2020,https://i.scdn.co/image/ab67616d0000b273df16d539f508603bfb1efe02,161384,4,australian hip hop,0.662,Columbia
1lmfsSEuxU4PpT739Kihno,Rock Your Baby,George McCrae,The Very Best Of George McCrae,2003,https://i.scdn.co/image/ab67616d0000b2737aff40d0f33738edb367827a,200053,47,disco,0.594,Parlophone UK
6sPOmDulFtLzfX25zICNrC,Build Me Up Buttercup,The Foundations,The Foundations,1968,https://i.scdn.co/image/ab67616d0000b273a075160177aa7b7508c4fc9e,177533,3,bubblegum pop,0.659,Castle Communications
6SCyuFalevC6LRcYWg0FIN,All I Need Is You,Guy Sebastian,Just As I Am,2003,https://i.scdn.co/image/ab67616d0000b273a187585f0ea2c53be68442da,245200,23,australian pop,0.778,BMG Music
4j7VcUsaYMeqe5lJ9gYyW7,This Guy's In Love (With You),The Reels,Beautiful,1982,https://i.scdn.co/image/ab67616d0000b273f15fa1dc7339bac69e9b02f8,270666,0,australian rock,0.696,Bloodlines
5KUcfpvGWotGdHYPP9SzqK,Onion Skin,Boom Crash Opera,The Whole Shebang; An Anthology,2017,https://i.scdn.co/image/ab67616d0000b273010d3b65c6fd0f514b503974,207447,21,australian rock,0.517,Bloodlines
7eZ7B35FBIAVT8FgTmTAgG,Do It Again,Cassie Davis,Differently,2009,https://i.scdn.co/image/ab67616d0000b2739702f3b08025fc437dd56829,172346,0,australian pop,0.722,Sony Music Entertainment
4w8QvjM1Nr344937eMBrgn,"Walk, Don't Run",The Ventures,The Very Best Of The Ventures,2008,https://i.scdn.co/image/ab67616d0000b273af27d4a1342b189c96aa8b0f,126480,24,surf music,0.423,EMI Gold
6W04EMrXtUum6yhcxkUGJJ,When the Lights Go Out - Radio Edit,"Five, Cutfather & Joe",Greatest Hits,2003,https://i.scdn.co/image/ab67616d0000b27310df926bec224d743644ea3e,249933,33,boy band,0.849,RCA Records Label
7xuKuP2AAnG9aQ4NvtaHHU,I Say A Little Prayer,Diana King,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",2013,https://i.scdn.co/image/ab67616d0000b2731c3fd856b637a87c675d2f29,211533,23,reggae fusion,0.69,Sony Music Entertainment
0FpT75cRdvf6va1TARHrl5,7 Things,Miley Cyrus,Breakout,2008,https://i.scdn.co/image/ab67616d0000b2735f431f63e7c4e4f0d6b568e3,213453,47,pop,0.591,Universal Music Group International
7E9ekWisADeJ83ulYqUZy6,Hey Bitty - Main,Nitty,Players Paradise,2005,https://i.scdn.co/image/ab67616d0000b2730ac1fca52a343a1ad68d03d4,169533,0,bronx hip hop,0.901,Universal Music
710zARjDZFnODiJJ4kFPmY,The Boys Of Summer - Radio Version,DJ Sammy,The Boys of Summer,2002,https://i.scdn.co/image/ab67616d0000b273e6e4bf09a84f299c51f8feff,243066,36,eurodance,0.622,Robbins Entertainment LLC
0IuVhCflrQPMGRrOyoY5RW,she's all i wanna be,Tate McRae,she's all i wanna be,2022,https://i.scdn.co/image/ab67616d0000b273f7916a35ffdd6cb90bbbdf2f,206772,19,pop,0.614,RCA Records Label
0KHLV5TPrJBlOjBWdFwZYB,I Take It Back,Sandy Posey,I Will Follow Him - The Best Of,2009,https://i.scdn.co/image/ab67616d0000b273d14fc1dc1c827c1ea6e8b45c,157386,19,nashville sound,0.557,"Nifty Music, Inc."
2Cb2ZghHqyyVekpJwCHP6J,"1, 2 Step","Marty Guilfoyle, John Gibbons","1, 2 Step",2020,https://i.scdn.co/image/ab67616d0000b2730b56bdc07de9745ff6addaf5,160571,30,uk dance,0.814,BLINDsided
1Ui3r0Ih8F2MroiCWreCYi,Rise,Katy Perry,Rise,2016,https://i.scdn.co/image/ab67616d0000b2731de9972a245045112cde93b6,203474,0,pop,0.535,Universal Music Group
7IT2q7BtELsO7eeVTSvO0y,Darktown Strutters Ball - Live-2017 Remaster,Ted Mulry Gang,TMG Live (Expanded),2017,https://i.scdn.co/image/ab67616d0000b2731d4c653e2fcb9763deb4a656,263320,20,australian rock,0.389,WM Australia
2GyLSSv9AYBbPmBpdTEZFw,Louise (We Get It Right),Jona Lewie,On The Other Hand There's A Fist,1978,https://i.scdn.co/image/ab67616d0000b27363d06267f3ada9ca0f838e97,226880,0,new wave pop,0.718,Stiff Records
34n1McWPwECGJI36SqzJHp,Come Around,Mental As Anything,Essential As Anything,2015,https://i.scdn.co/image/ab67616d0000b273dd1b2cbb40cb1aa0e5e8484d,183453,15,australian rock,0.615,Universal Music Australia Pty. Ltd.
3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,"thank u, next",2019,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,207320,78,pop,0.72,Republic Records
5SlKhhXtzd3Cj74HYmHZNz,I'll Be There for You (Theme from Friends) - Single Version,The Rembrandts,Greatest Hits,2006,https://i.scdn.co/image/ab67616d0000b273bf583b38086dc446094349c3,189573,48,pop rock,0.164,Rhino Atlantic
2Syb63LzFMOo8CMqLdOFWw,Great Wall,Boom Crash Opera,Boom Crash Opera,1987,https://i.scdn.co/image/ab67616d0000b2737169f4813d7adbe60d031816,231040,30,australian rock,0.56,Bloodlines
31Esdk35ijsCip6ipbaWB2,Lady What's Your Name,Swanee,Heart & Soul,1983,https://i.scdn.co/image/ab67616d0000b2739fd894a8c15b5685bfae39f1,225946,0,australian rock,0.33,John Swan Music
3enW9b6zYr7LSZ0szG131u,X-Files Theme (Skitz Radio Mix),"Triple X, Nick Skitz",X-Files Theme,1995,https://i.scdn.co/image/ab67616d0000b273d3da9bda9998ad7b6e2fa301,210333,15,remix product,0.438,Central Station Records
5SMddCwwBNAM2soPNhBpck,Zoom,Last Dinosaurs,In A Million Years,2012,https://i.scdn.co/image/ab67616d0000b273611b169626e88767ccb3356f,237666,43,australian indie,0.46,Universal Music Australia Pty. Ltd.
3pHkh7d0lzM2AldUtz2x37,The Archer,Taylor Swift,Lover,2019,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,211240,74,pop,0.292,Taylor Swift
5XN9bW25saq1CqXP1hfN2V,Insatiable,Darren Hayes,Spin,2002,https://i.scdn.co/image/ab67616d0000b273b352227d6424a2c79c86bd7f,310240,0,australian pop,0.665,Universal Music Australia Pty. Ltd.
5xl3kGoK3namYGZX46Vt0S,Keith,Kaylee Bell,Keith,2019,https://i.scdn.co/image/ab67616d0000b273f6be054791bf3968c4a7e1f6,171537,0,australian country,0.6,Kaylee Bell
2zX22RoaGg8KGuNCzSBwBP,Happiness,Alexis Jordan,Happiness,2010,https://i.scdn.co/image/ab67616d0000b273e88c3c4386d824440af3f336,242786,46,talent show,0.718,Star Roc/Roc Nation/Columbia
0n2rc4Vc9bhEiKAonEYevJ,Kiss Me Now,Johnny Young & Kompany,Step Back With,1992,https://i.scdn.co/image/ab67616d0000b27379d41459281ee4db94923c46,94333,1,classic australian country,0.54,WM Australia
3y1bHsOGzRjH0K67oz5E9m,(Girls Girls Girls Were) Made To Love,Eddie Hodges,Rare Oldies But Goodies,2011,https://i.scdn.co/image/ab67616d0000b27341c3cdc2dd802f1ec6a1f8e8,146893,0,deep adult standards,0.751,Master Classics Records
0kfzWBs3VOMaI0T5yZ0T8W,Que Sera Mi Vida,Gibson Brothers,The Complete Of Gibson Brothers,2011,https://i.scdn.co/image/ab67616d0000b273d6eb38eeeb042725617cc70e,352533,44,vintage french electronic,0.591,Zagora
3ic8Aie35Q7XuzmODprc0Y,Tell Laura I Love Her,Ray Peterson,Goodnight My Love,2012,https://i.scdn.co/image/ab67616d0000b27343861b1f7d8773edf76bd273,178093,18,deep adult standards,0.515,Discos Cada
0CPeph6gNd5mpJKi1JWR2b,Still Standing - Radio Edit,Hilltop Hoods,Still Standing,2009,https://i.scdn.co/image/ab67616d0000b273b09970d28c6adbca8fec4f72,209226,12,australian hip hop,0.789,Universal Music Australia Pty. Ltd.
0PhL7aecZxj0wLXIdjmNft,Mr. Saxobeat - Radio Edit,Alexandra Stan,Sundown (Original Motion Picture Soundtrack),2016,https://i.scdn.co/image/ab67616d0000b273b9b49e11904a8c231a7ce3a7,195105,51,romanian pop,0.732,"Ultra Records, LLC"
2ph0hzV1kCVhR82E2La4q5,Two Out of Three Ain't Bad,Meat Loaf,Bat Out Of Hell,1977,https://i.scdn.co/image/ab67616d0000b2734111af27787499f6d8752e9f,324440,58,album rock,0.586,Cleveland International/ Epic/Legacy
3FJ3wfXtlXhY4a11OnwXHf,(Is This The Way To) Amarillo,Tony Christie,The Tony Christie Love Collection,2006,https://i.scdn.co/image/ab67616d0000b27353eb0fe7f9bd3835686247dd,190866,41,classic uk pop,0.557,Spectrum
6X3YCswCQzX1gGZ5ji8P9x,Dress,Taylor Swift,reputation,2017,https://i.scdn.co/image/ab67616d0000b2732bc33ce6acd39112e88b4c0e,230373,0,pop,0.719,"Big Machine Records, LLC"
4xVvKpua7eX68Ic1TDqaUw,Love Is All,"Roger Glover, Ronnie James Dio",The Butterfly Ball and the Grasshopper's Feast,1974,https://i.scdn.co/image/ab67616d0000b273b3a2423e368609bb4d2d7d32,197266,0,hard rock,0.599,Purple Records
18PsAoBaEHQZRUxigLP8QJ,Solid Rock - Remastered Version,Goanna,Spirit Of Place (Remastered & Expanded),2003,https://i.scdn.co/image/ab67616d0000b2731ea271c63fe9b5c69ac0f08b,275226,0,australian rock,0.552,WM Australia
4VDLTV2acdZwL0OhYykBql,Amoureuse,Kiki Dee,Loving & Free (Bonus Track Version),1973,https://i.scdn.co/image/ab67616d0000b2734e770deabe42791815c338b2,248920,35,classic uk pop,0.412,Edsel
3oUaDxWbRHZls0gyZZ7bDZ,U Sure Do,Strike,I Saw the Future,1997,https://i.scdn.co/image/ab67616d0000b273334bd1895963598e8b163137,298986,34,eurodance,0.702,Fresh Records UK
3lm0QsdpQrypDUbHexpVWK,A Glass Of Champagne,Sailor,Sailor's Greatest Hits,1993,https://i.scdn.co/image/ab67616d0000b273ff430fa24c5ec92b9c0d4a9d,154173,40,classic uk pop,0.561,RCA Records Label
714hERk9U1W8FMYkoC83CO,You Sexy Thing,Hot Chocolate,Hot Chocolate,1975,https://i.scdn.co/image/ab67616d0000b273a03bcdbf45f9ed71cf0947bd,244920,72,disco,0.791,Parlophone UK
2nmcstJm068qfoxC51c3al,Heartbeat It's A Love Beat,"The DeFranco Family, Tony DeFranco","Heartbeat, It's A Lovebeat",2010,https://i.scdn.co/image/ab67616d0000b273bec6b11ee2b503fa4308d749,194893,30,bubblegum pop,0.48,Island Def Jam
6TNN9i2o484cOTck3KUARi,Hold Me Up,Conrad Sewell,Hold Me Up,2015,https://i.scdn.co/image/ab67616d0000b273986fd1fcb88c871c9ec4f709,206560,34,australian pop,0.619,300 Entertainment
4dlUnqyUXcte12KxvnyV4R,Double Barrel,Dave & Ansell Collins,Double Barrel - The Best of Dave & Ansel Collins,1995,https://i.scdn.co/image/ab67616d0000b273bc49b184b2a5613d02bd072e,165093,0,early reggae,0.791,Trojan Records
425fFEDIaVQ0P9H7gDt7ju,Onionskin,Boom Crash Opera,These Here Are Crazy Times,1989,https://i.scdn.co/image/ab67616d0000b273fdc9564941aa6124a0f0f1d7,207706,40,australian rock,0.516,Bloodlines
0d4DyZYCiSH5fNnc0Hfz3L,Live It Up,Mental As Anything,Fundamental As Anything,1985,https://i.scdn.co/image/ab67616d0000b27393ddca090b7df9554d32e050,254200,38,australian rock,0.688,Universal Music Australia Pty. Ltd.
7Hx6Lh9AZqkwK8LRfs6cL7,Come Said The Boy - Digitally Remastered,Mondo Rock,The Greatest Hits,2017,https://i.scdn.co/image/ab67616d0000b27381edc13ef7439ae806502d84,315986,0,australian rock,0.692,Bloodlines
4yTxLXptbB5S9xJ6COp5g5,Own This Club,Marvin Priest,Own This Club,2011,https://i.scdn.co/image/ab67616d0000b273c4eaf5ff45ad7ec8817f9b73,201510,20,australian dance,0.758,Universal Music Australia Pty. Ltd.
1GNXKxf8dip6vPukn0R5lP,I Am Pegasus,Ross Ryan,...My Name Means Horse (Remastered),1974,https://i.scdn.co/image/ab67616d0000b273966ec090ae20952f2ce63916,240080,0,australian rock,0.34,Aztec Music
44ADyYoY5liaRa3EOAl4uf,Slide Away,Miley Cyrus,Slide Away,2019,https://i.scdn.co/image/ab67616d0000b2732bba357383c6f9dbb5112392,233654,2,pop,0.53,RCA Records Label
76juDmdOF5jly6YlTcmSnJ,Get Shaky - Radio Edit,Ian Carey Project,Get Shaky,2009,https://i.scdn.co/image/ab67616d0000b2736170945402fd265ec403b09b,204370,44,hypertechno,0.711,Universal Music Australia Pty. Ltd.
7jQBORjiir0pNSKGaHevq9,Mambo No. 5 (A Little Bit of...),Lou Bega,A Little Bit Of Mambo,1999,https://i.scdn.co/image/ab67616d0000b27382c70ba8db99ec62b06ff5bd,220133,0,latin pop,0.611,RCA Records Label
03mMSLEJCPoGJwQhHpN5y0,Treat People With Kindness,Harry Styles,Fine Line,2019,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,197346,61,pop,0.653,Columbia
41Al942aUUeiSFlIsiWRa2,"Julie, Do Ya Love Me",Bobby Sherman,"With Love, Bobby",1970,https://i.scdn.co/image/ab67616d0000b27355cb17fbcbe3e51ef97cf3c0,172837,34,bubblegum pop,0.425,RKO Music
3PPDUkGHUJx2bxct6A3PBy,Spirit In The Sky,Norman Greenbaum,Spirit In The Sky,2001,https://i.scdn.co/image/ab67616d0000b2738ab6f530d434041ef1c8af8c,242893,0,classic rock,0.604,Varese Sarabande
2lthy5J9aawBOfeUy2ztcu,Gudbuy T'Jane,Slade,Sladest (Expanded),1973,https://i.scdn.co/image/ab67616d0000b27323840816dd15f4053bdd494d,212960,0,glam rock,0.565,BMG Rights Management (UK) Limited
3OEATvBsF5xbzQj5hzynfo,I Can Show You,Tim & Jean,Like What,2011,https://i.scdn.co/image/ab67616d0000b2738ebcda683220eb49e9efdba3,189866,0,australian indie,0.711,Universal Music Australia Pty. Ltd.
6aFAozRW2yijxCsTIy9Ip1,Khe Sanh - 2011 Remastered,Cold Chisel,The Best Of Cold Chisel - All For You - Deluxe,2018,https://i.scdn.co/image/ab67616d0000b273eafbd3caad4935dec367006c,251911,24,australian rock,0.465,Universal Music Australia & New Zealand (Distribution)
636xfaLHapFBbRvxSbeo1J,Sky Diver,Daniel Boone,The Best Of Daniel Boone,2009,https://i.scdn.co/image/ab67616d0000b27333764a977e9ceff8d0b710de,157280,11,classic uk pop,0.659,Vanilla OMP
6D4BtvbOjPNqLxxyrYlQRB,Chained To The Wheel - 2007 Remastered,The Black Sorrows,The Essential,2007,https://i.scdn.co/image/ab67616d0000b2739dcdd1960584bf4f0831b24c,237066,26,australian rock,0.543,Sony BMG Music Entertainment
3eYrwDVVgzwQIx32llw6qO,Roar,Katy Perry,PRISM,2013,https://i.scdn.co/image/ab67616d0000b273a88a948ee841b190743c4d7a,223546,0,pop,0.555,Universal Music Group
67kfVq3npkjohNZr1j2HF6,The Loved One,The Loved Ones,Magic Box,1995,https://i.scdn.co/image/ab67616d0000b2730216a1458c48680240d64416,173866,26,australian rock,0.49,Universal Music Australia Pty. Ltd.
6914ZWSnIGPlQkNgQldTmT,All Loved Up,Amy Shark,Love Monster,2018,https://i.scdn.co/image/ab67616d0000b273d8b44ee2b3636fd5e9287eac,210000,42,australian pop,0.565,Wonderlick
0dhSRBTVs4kBQ9nyVFqxZH,Believe Again,Delta Goodrem,Delta,2007,https://i.scdn.co/image/ab67616d0000b2733f15a84fea6328c29e9b8a6e,346760,0,australian pop,0.375,Columbia
1ZuErf9aFx2oHLjfPkA35r,Hard Love,Ellie Drennan,Hard Love,2016,https://i.scdn.co/image/ab67616d0000b273914b07c1b6e0588d2e38d509,227653,0,australian pop,0.628,Universal Music Group
79Dl8iYn0PFQG2wqDxPlQU,Escape (The Pina Colada Song),Rupert Holmes,'70s Pop #1's,2007,https://i.scdn.co/image/ab67616d0000b2737638f11317bb778dac14f2df,276413,51,yacht rock,0.818,Universal Music Group International
6d9RNpnqv03uSjJoyYfJ9L,Sound of Summer,Busby Marou,Sound of Summer,2018,https://i.scdn.co/image/ab67616d0000b2732cfdcb8b0a441c7a78a6087c,186353,28,australian indigenous music,0.472,WM Australia
5gLzO8MHiZS9vGR9kQbxEK,2-4-6-8 Motorway,Tom Robinson Band,Rising Free - The Very Best Of TRB,2003,https://i.scdn.co/image/ab67616d0000b273950395ff7aeee63d2d1e816d,197933,32,glam rock,0.672,Parlophone UK
3Vby4nGmtbDo7HDJamOWkT,Stuck In The Middle With You,Stealers Wheel,Stealers Wheel,1972,https://i.scdn.co/image/ab67616d0000b273a5ce236c22035a02cf87d4de,208946,76,folk rock,0.82,UMC (Universal Music Catalogue)
0tvKT0EdO4Gm1nw7rgiHHa,(Sittin' On) The Dock of the Bay,Michael Bolton,The Hunger,1987,https://i.scdn.co/image/ab67616d0000b2731b0669b9a7097a7b8fd981e4,231240,37,soft rock,0.464,Columbia
3MFa9idQuY4iJLWsZl3tIQ,Young Hearts Run Free,Candi Staton,Young Hearts Run Free (US Internet Release),1976,https://i.scdn.co/image/ab67616d0000b273ea04468e11c67890666d2b34,248360,70,southern soul,0.654,Rhino/Warner Records
7wLK9PAeZMBDVKsm7ptOMn,positions,Ariana Grande,positions,2020,https://i.scdn.co/image/ab67616d0000b2730ab92ff1d71a021208f3b512,172324,0,pop,0.734,Republic Records
1AwJGxWNl5n8O2CSlvPKYL,Dancing On The Ceiling,Lionel Richie,Dancing On The Ceiling (Expanded Edition),1986,https://i.scdn.co/image/ab67616d0000b2731ecfc3fc174dd04ce417bc09,270720,0,soft rock,0.698,Universal Music Group
5odolvi4Flv8SeSje9WzcS,Live In Life,The Rubens,Live In Life,2019,https://i.scdn.co/image/ab67616d0000b2735c54696f848842dd9b342738,216447,42,australian indie,0.695,Ivy League Records
1TglK1NhDCPpTCreSSTFyH,From This Moment - Revival,Eurika,From This Moment (Revival),2017,https://i.scdn.co/image/ab67616d0000b27369aecf9cf2f3b84436da2b6f,229416,48,opm,0.501,The Teen Pop Idol
63eV5hreY9feQP2CmYavpj,Electric - Pokemon 25 Version,Katy Perry,Electric,2021,https://i.scdn.co/image/ab67616d0000b27390acd1669192dc34cae79608,193543,50,pop,0.615,Capitol Records
5ojjL1ypuOtqqOpb4QiM1M,I've Been Thinking About You,Londonbeat,Fetenkult - Best Of The 90's,2005,https://i.scdn.co/image/ab67616d0000b273ae98f17ce9043795f78df35d,233200,0,hip house,0.644,Ariola
33SNO8AaciGbNaQFkxvPrW,Kiwi,Harry Styles,Harry Styles,2017,https://i.scdn.co/image/ab67616d0000b2736c619c39c853f8b1d67b7859,176386,68,pop,0.375,Columbia
7FFl1IHSsPWsfUCladsCl9,Stay the Night,James Blunt,Some Kind of Trouble (Deluxe Edition),2010,https://i.scdn.co/image/ab67616d0000b273bbbb9c1089c641a3d7c81bd8,216333,57,neo mellow,0.528,Custard/Atlantic
5sPKBwjZV090di7qDXQfJp,Currency,Kayla Rae Haywood,Currency,2018,https://i.scdn.co/image/ab67616d0000b273347ad30d752cb421732b11d0,204992,0,alt z,0.62,Ivy Adara
6xepovPqjvrkEw9Y5AMmTm,Lambada - Original Version 1989,Kaoma,Lambada - Les originaux No. 1 de l'été (Original 1989),1989,https://i.scdn.co/image/ab67616d0000b27370a92681f8aff88714cb0296,207466,68,zouk,0.756,Lambada
5Z8kUbnUQqBUzM5FsBNOAl,You Gotta Be,Des'ree,Supernatural,1998,https://i.scdn.co/image/ab67616d0000b273df5db9751cfa58ceadbed9a0,240066,49,europop,0.663,S2
0k1HlttWBYieN78qNrJ400,Saved By The Bell,Robin Gibb,Robin's Reign,1970,https://i.scdn.co/image/ab67616d0000b273e8f6eb65ed46a313b950e9d3,186893,3,soft rock,0.155,UMC (Universal Music Catalogue)
04MGO8KdFKUcqQY3qVX0U4,Khe Sanh,Cold Chisel,The Best of Cold Chisel - All for You,2011,https://i.scdn.co/image/ab67616d0000b27306dc40069e45da5e5d9f90e6,250669,0,australian rock,0.464,Cold Chisel Pty Ltd
5O4T5zLdSVtqg9PRFNlegX,Love Me Like I Love You,Bay City Rollers,Bay City Rollers: The Definitive Collection,1974,https://i.scdn.co/image/ab67616d0000b2731bb85e20917bd21f6d01d319,199266,0,bubblegum pop,0.57,Arista
2ptt0Eftq3b2jElTRrctrT,Stuck,Stacie Orrico,Stacie Orrico,2003,https://i.scdn.co/image/ab67616d0000b27398d746bf562ff6a1cd2a7272,221586,52,candy pop,0.377,Virgin Records
6lazLV13sV8VNGJTjL4Zeu,Black Is Black,Los Bravos,Black Is Black,2000,https://i.scdn.co/image/ab67616d0000b273ddcf42cf5d8e52405cf6248b,176600,51,spanish invasion,0.575,Legacy Recordings
70TEuKwiK0bd5phEQkbvT4,Soaked,Bene,Soaked,2018,https://i.scdn.co/image/ab67616d0000b2739f69517837f837ee0b75480d,241935,0,nz pop,0.792,Bene
4kgTdThcDHfuDS2kKxB7Lc,You Belong With Me,Taylor Swift,Fearless - Platinum Edition,2008,https://i.scdn.co/image/ab67616d0000b27373b565ab9d713e8d5586aac2,231146,56,pop,0.687,"Big Machine Records, LLC"
3XEaBMzr9GjUJrHjKUF5lA,Every Woman In The World,Air Supply,Lost In Love,1980,https://i.scdn.co/image/ab67616d0000b273ce152af8c51f3030bbd6435e,210066,37,soft rock,0.465,EMI Music Australia
